Player,Team,Match Up,Game Date,Column 5,Win Loss,Min,Points,FGM,FGA,FG%,3PT,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PlusMinus,Fantasy
Jarred Vanderbilt,MIN,22,F,63,63,100.0%,4.3,9.5,45.7,48.1,-2.5,,,,,,,,,,,,,,,
Dario Saric,PHX,27,F-C,47,47,100.0%,4.3,9.5,45.5,47.0,-1.5,,,,,,,,,,,,,,,
Gary Harris,ORL,26,G,38,38,100.0%,4.3,9.3,46.5,46.1,0.4,,,,,,,,,,,,,,,
Reggie Jackson,LAC,31,G,66,66,100.0%,4.3,9.2,46.7,45.4,1.3,,,,,,,,,,,,,,,
Kentavious Caldwell-Pope,LAL,28,G,67,67,100.0%,4.3,9.0,47.8,46.4,1.3,,,,,,,,,,,,,,,
Josh Okogie,MIN,22,G,58,58,100.0%,4.3,8.8,49.2,47.2,2.0,,,,,,,,,,,,,,,
Taj Gibson,NYK,36,F,44,44,100.0%,4.3,9.6,44.6,48.7,-4.1,,,,,,,,,,,,,,,
Alex Len,WAS,28,C,63,63,100.0%,4.3,9.1,47.5,49.9,-2.4,,,,,,,,,,,,,,,
Jae Crowder,PHX,30,F,58,58,100.0%,4.3,10.1,42.4,46.6,-4.2,,,,,,,,,,,,,,,
Kyle Kuzma,LAL,25,F,68,68,100.0%,4.3,9.3,46.0,46.4,-0.4,,,,,,,,,,,,,,,
Josh Richardson,DAL,27,G,59,59,100.0%,4.3,9.2,46.3,45.9,0.4,,,,,,,,,,,,,,,
Theo Maledon,OKC,20,G,64,64,100.0%,4.3,8.8,48.7,45.3,3.3,,,,,,,,,,,,,,,
Norman Powell,POR,28,G,69,69,100.0%,4.3,9.3,45.7,46.1,-0.4,,,,,,,,,,,,,,,
Armoni Brooks,HOU,23,G,19,19,100.0%,4.3,8.2,51.9,45.8,6.1,,,,,,,,,,,,,,,
Gary Trent Jr.,TOR,22,G-F,54,54,100.0%,4.2,8.9,47.7,45.8,1.9,,,,,,,,,,,,,,,
Taurean Prince,CLE,27,F,41,41,100.0%,4.2,8.7,48.6,46.8,1.8,,,,,,,,,,,,,,,
Maurice Harkless,SAC,28,F-G,35,35,100.0%,4.2,9.2,46.1,45.9,0.2,,,,,,,,,,,,,,,
Derrick Jones Jr.,POR,24,F,56,56,100.0%,4.2,9.0,46.9,46.9,0.0,,,,,,,,,,,,,,,
Chimezie Metu,SAC,24,F-C,33,33,100.0%,4.2,8.0,52.5,46.5,5.9,,,,,,,,,,,,,,,
Ignas Brazdeikis,ORL,22,F,10,10,100.0%,4.2,9.0,46.7,45.4,1.3,,,,,,,,,,,,,,,
Lonnie Walker IV,SAS,22,G-F,60,60,100.0%,4.2,8.4,49.8,45.7,4.1,,,,,,,,,,,,,,,
Moritz Wagner,ORL,24,F-C,43,43,100.0%,4.2,9.3,44.8,47.5,-2.7,,,,,,,,,,,,,,,
Terance Mann,LAC,24,G-F,62,62,100.0%,4.2,8.7,48.1,45.8,2.3,,,,,,,,,,,,,,,
DeMar DeRozan,SAS,31,G-F,61,61,100.0%,4.2,8.3,49.9,46.3,3.7,,,,,,,,,,,,,,,
Saddiq Bey,DET,22,F,70,70,100.0%,4.1,8.4,49.1,46.9,2.2,,,,,,,,,,,,,,,
Grayson Allen,MEM,25,G,50,50,100.0%,4.1,9.0,45.9,45.7,0.2,,,,,,,,,,,,,,,
Ty Jerome,OKC,23,G-F,33,33,100.0%,4.1,8.2,50.4,44.8,5.6,,,,,,,,,,,,,,,
Avery Bradley,HOU,30,G,27,27,100.0%,4.1,8.2,50.5,46.8,3.7,,,,,,,,,,,,,,,
Tony Bradley,OKC,23,C-F,40,40,100.0%,4.1,9.2,44.5,49.1,-4.6,,,,,,,,,,,,,,,
Derrick Rose,NYK,32,G,50,50,100.0%,4.0,9.4,43.0,45.3,-2.3,,,,,,,,,,,,,,,
Marcus Morris Sr.,LAC,31,F,57,57,100.0%,4.0,8.3,48.9,46.7,2.2,,,,,,,,,,,,,,,
Henry Ellenson,TOR,24,F-C,2,2,100.0%,4.0,9.5,42.1,46.9,-4.8,,,,,,,,,,,,,,,
Didi Louzada,NOP,21,G,3,3,100.0%,4.0,9.3,42.9,41.3,1.5,,,,,,,,,,,,,,,
Marquese Chriss,GSW,23,F,2,2,100.0%,4.0,9.0,44.4,50.0,-5.5,,,,,,,,,,,,,,,
Luke Kornet,BOS,25,F-C,29,29,100.0%,4.0,8.7,45.8,47.8,-2.0,,,,,,,,,,,,,,,
Chasson Randle,ORL,28,G,38,38,100.0%,4.0,8.4,47.4,44.9,2.5,,,,,,,,,,,,,,,
Nickeil Alexander-Walker,NOP,22,G,44,44,100.0%,4.0,8.3,48.2,45.8,2.4,,,,,,,,,,,,,,,
Jay Scrubb,LAC,20,G,4,4,100.0%,4.0,7.5,53.3,43.0,10.3,,,,,,,,,,,,,,,
Anzejs Pasecniks,WAS,25,C-F,1,1,100.0%,4.0,6.0,66.7,46.9,19.7,,,,,,,,,,,,,,,
Goran Dragic,MIA,35,G,49,49,100.0%,4.0,8.2,48.6,45.2,3.4,,,,,,,,,,,,,,,
Doug McDermott,IND,29,F,65,65,100.0%,4.0,8.4,47.4,46.7,0.8,,,,,,,,,,,,,,,
LeBron James,LAL,36,F,44,44,100.0%,4.0,9.9,39.8,46.1,-6.3,,,,,,,,,,,,,,,
Dwight Powell,DAL,29,F-C,57,57,100.0%,4.0,8.7,45.5,48.1,-2.7,,,,,,,,,,,,,,,
Facundo Campazzo,DEN,30,G,63,63,100.0%,3.9,8.8,44.9,45.2,-0.3,,,,,,,,,,,,,,,
Hamidou Diallo,DET,22,G,51,51,100.0%,3.9,8.7,45.4,45.2,0.1,,,,,,,,,,,,,,,
Kenrich Williams,OKC,26,G-F,63,63,100.0%,3.9,8.5,46.2,46.0,0.2,,,,,,,,,,,,,,,
Donta Hall,ORL,23,C,11,11,100.0%,3.9,9.1,43.0,47.5,-4.5,,,,,,,,,,,,,,,
Dwight Howard,PHI,35,C-F,69,69,100.0%,3.9,8.5,46.2,49.4,-3.3,,,,,,,,,,,,,,,
Tony Snell,ATL,29,G,46,46,100.0%,3.9,8.1,47.6,46.3,1.3,,,,,,,,,,,,,,,
Rudy Gay,SAS,34,F-G,63,63,100.0%,3.8,8.9,43.3,46.3,-3.0,,,,,,,,,,,,,,,
Kent Bazemore,GSW,31,G-F,66,66,100.0%,3.8,9.0,42.5,45.9,-3.4,,,,,,,,,,,,,,,
Solomon Hill,ATL,30,F,71,71,100.0%,3.8,8.3,45.9,46.6,-0.7,,,,,,,,,,,,,,,
Patty Mills,SAS,32,G,67,67,100.0%,3.8,8.0,47.6,45.2,2.4,,,,,,,,,,,,,,,
Justise Winslow,MEM,25,F-G,26,26,100.0%,3.8,8.1,46.9,46.1,0.8,,,,,,,,,,,,,,,
Jordan Bell,GSW,26,F,5,5,100.0%,3.8,8.4,45.2,48.2,-3.0,,,,,,,,,,,,,,,
Dean Wade,CLE,24,F-C,60,60,100.0%,3.8,7.9,48.1,47.3,0.8,,,,,,,,,,,,,,,
Cameron Johnson,PHX,25,F,59,59,100.0%,3.8,7.9,47.9,45.6,2.2,,,,,,,,,,,,,,,
James Ennis III,ORL,30,F,40,40,100.0%,3.8,8.4,44.5,46.1,-1.6,,,,,,,,,,,,,,,
Jordan Clarkson,UTA,29,G,68,68,100.0%,3.8,8.2,45.5,45.2,0.3,,,,,,,,,,,,,,,
Svi Mykhailiuk,OKC,24,G-F,63,63,100.0%,3.8,7.7,48.6,45.4,3.2,,,,,,,,,,,,,,,
Ish Smith,WAS,32,G,42,42,100.0%,3.7,8.0,46.9,45.8,1.1,,,,,,,,,,,,,,,
Precious Achiuwa,MIA,21,F,55,55,100.0%,3.7,7.8,47.5,48.5,-1.1,,,,,,,,,,,,,,,
Monte Morris,DEN,26,G,47,47,100.0%,3.7,8.7,42.6,45.7,-3.1,,,,,,,,,,,,,,,
Stephen Curry,GSW,33,G,62,62,100.0%,3.7,8.2,45.5,45.3,0.3,,,,,,,,,,,,,,,
Eric Paschall,GSW,24,F,40,40,100.0%,3.7,8.1,45.8,47.0,-1.2,,,,,,,,,,,,,,,
Jahlil Okafor,DET,25,C-F,26,26,100.0%,3.7,7.5,49.2,48.4,0.8,,,,,,,,,,,,,,,
Jerome Robinson,WAS,24,G,16,16,100.0%,3.7,7.4,49.6,45.7,3.9,,,,,,,,,,,,,,,
De'Anthony Melton,MEM,23,G,51,51,100.0%,3.7,8.3,44.4,45.4,-1.0,,,,,,,,,,,,,,,
Carmelo Anthony,POR,37,F,66,66,100.0%,3.7,8.0,46.0,46.2,-0.2,,,,,,,,,,,,,,,
Matthew Dellavedova,CLE,30,G,12,12,100.0%,3.7,6.8,54.3,46.8,7.6,,,,,,,,,,,,,,,
Drew Eubanks,SAS,24,F-C,53,53,100.0%,3.6,8.1,45.2,48.3,-3.1,,,,,,,,,,,,,,,
Aaron Holiday,IND,24,G,64,64,100.0%,3.6,7.8,46.7,45.2,1.5,,,,,,,,,,,,,,,
Malachi Flynn,TOR,23,G,45,45,100.0%,3.6,8.2,43.9,45.8,-1.9,,,,,,,,,,,,,,,
Jalen Brunson,DAL,24,G,68,68,100.0%,3.6,7.8,46.3,45.0,1.3,,,,,,,,,,,,,,,
Danuel House Jr.,HOU,28,F-G,36,36,100.0%,3.6,8.4,43.0,46.4,-3.3,,,,,,,,,,,,,,,
Wayne Ellington,DET,33,G,45,45,100.0%,3.6,7.6,47.4,45.4,1.9,,,,,,,,,,,,,,,
James Johnson,NOP,34,F,51,51,100.0%,3.6,8.1,44.5,46.3,-1.8,,,,,,,,,,,,,,,
Cedi Osman,CLE,26,F,59,59,100.0%,3.6,7.4,48.4,45.4,3.0,,,,,,,,,,,,,,,
Talen Horton-Tucker,LAL,20,G,65,65,100.0%,3.6,8.1,44.2,45.8,-1.6,,,,,,,,,,,,,,,
Dennis Smith Jr.,DET,23,G,23,23,100.0%,3.6,8.3,42.9,46.3,-3.4,,,,,,,,,,,,,,,
Damion Lee,GSW,28,G-F,56,56,100.0%,3.5,7.5,47.3,46.1,1.2,,,,,,,,,,,,,,,
Andre Iguodala,MIA,37,G-F,61,61,100.0%,3.5,8.1,43.9,46.1,-2.2,,,,,,,,,,,,,,,
Luke Kennard,LAC,25,G,59,59,100.0%,3.5,7.0,50.7,44.9,5.9,,,,,,,,,,,,,,,
Shake Milton,PHI,24,G-F,63,63,100.0%,3.5,7.8,45.3,44.9,0.4,,,,,,,,,,,,,,,
R.J. Hampton,ORL,20,G,45,45,100.0%,3.5,7.0,50.0,45.3,4.7,,,,,,,,,,,,,,,
Markieff Morris,LAL,31,F,60,60,100.0%,3.5,7.5,46.4,47.4,-1.1,,,,,,,,,,,,,,,
Jaxson Hayes,NOP,21,C-F,56,56,100.0%,3.5,7.6,45.6,47.9,-2.3,,,,,,,,,,,,,,,
Timothe Luwawu-Cabarrot,BKN,26,G-F,57,57,100.0%,3.5,7.2,48.4,45.3,3.1,,,,,,,,,,,,,,,
Payton Pritchard,BOS,23,G,66,66,100.0%,3.5,6.6,52.9,45.4,7.4,,,,,,,,,,,,,,,
Caleb Martin,CHA,25,F,50,50,100.0%,3.5,7.4,46.6,45.1,1.6,,,,,,,,,,,,,,,
Nemanja Bjelica,MIA,33,F,35,35,100.0%,3.5,7.3,47.3,47.2,0.1,,,,,,,,,,,,,,,
George Hill,PHI,35,G,29,29,100.0%,3.5,8.1,42.6,45.1,-2.6,,,,,,,,,,,,,,,
Goga Bitadze,IND,21,C-F,44,44,100.0%,3.5,7.4,46.5,48.3,-1.8,,,,,,,,,,,,,,,
Tomas Satoransky,CHI,29,G,58,58,100.0%,3.5,7.4,46.5,45.3,1.2,,,,,,,,,,,,,,,
Matisse Thybulle,PHI,24,G-F,64,64,100.0%,3.4,8.2,41.9,44.9,-3.0,,,,,,,,,,,,,,,
Gary Clark,PHI,26,F,36,36,100.0%,3.4,7.3,47.1,45.7,1.5,,,,,,,,,,,,,,,
JaKarr Sampson,IND,28,F,25,25,100.0%,3.4,7.2,48.0,47.8,0.3,,,,,,,,,,,,,,,
Jaylen Hoard,OKC,22,F,18,18,100.0%,3.4,6.9,50.0,46.0,4.0,,,,,,,,,,,,,,,
P.J. Dozier,DEN,24,G-F,49,49,100.0%,3.4,7.6,44.9,45.8,-0.9,,,,,,,,,,,,,,,
Cody Martin,CHA,25,F,49,49,100.0%,3.4,7.5,45.8,45.7,0.0,,,,,,,,,,,,,,,
Damian Jones,SAC,26,C,35,35,100.0%,3.4,7.1,48.4,47.8,0.6,,,,,,,,,,,,,,,
Joe Ingles,UTA,33,F-G,67,67,100.0%,3.4,7.9,43.1,45.7,-2.6,,,,,,,,,,,,,,,
D.J. Wilson,HOU,25,F,33,33,100.0%,3.4,7.2,47.9,46.4,1.5,,,,,,,,,,,,,,,
Otto Porter Jr.,ORL,28,F,27,27,100.0%,3.4,6.7,50.5,46.1,4.5,,,,,,,,,,,,,,,
Alec Burks,NYK,29,G,49,49,100.0%,3.4,8.9,38.2,45.5,-7.4,,,,,,,,,,,,,,,
JaVale McGee,DEN,33,C-F,46,46,100.0%,3.4,7.5,45.5,47.5,-2.0,,,,,,,,,,,,,,,
Eric Gordon,HOU,32,G,27,27,100.0%,3.4,7.9,42.5,45.3,-2.8,,,,,,,,,,,,,,,
Grant Williams,BOS,22,F,63,63,100.0%,3.4,7.6,44.3,46.6,-2.3,,,,,,,,,,,,,,,
Alex Caruso,LAL,27,G,58,58,100.0%,3.4,7.6,44.0,45.6,-1.6,,,,,,,,,,,,,,,
Patrick Beverley,LAC,32,G,37,37,100.0%,3.4,7.9,42.5,46.8,-4.4,,,,,,,,,,,,,,,
Spencer Dinwiddie,BKN,28,G,3,3,100.0%,3.3,10.0,33.3,46.6,-13.3,,,,,,,,,,,,,,,
Kenyon Martin Jr.,HOU,20,F,45,45,100.0%,3.3,7.5,44.6,46.7,-2.0,,,,,,,,,,,,,,,
Charlie Brown Jr.,OKC,24,G,9,9,100.0%,3.3,6.2,53.6,44.9,8.7,,,,,,,,,,,,,,,
Patrick Patterson,LAC,32,F,37,37,100.0%,3.3,7.3,45.4,46.3,-0.9,,,,,,,,,,,,,,,
Jeff Teague,MIL,33,G,55,55,100.0%,3.3,7.1,46.4,46.1,0.3,,,,,,,,,,,,,,,
Malik Monk,CHA,23,G,39,39,100.0%,3.3,6.5,50.6,45.5,5.1,,,,,,,,,,,,,,,
Frank Mason III,ORL,27,G,4,4,100.0%,3.3,7.8,41.9,44.7,-2.7,,,,,,,,,,,,,,,
Austin Rivers,DEN,28,G,34,34,100.0%,3.2,7.6,42.6,44.7,-2.0,,,,,,,,,,,,,,,
Brad Wanamaker,CHA,31,G,61,61,100.0%,3.2,6.6,48.6,45.7,2.9,,,,,,,,,,,,,,,
Jaylen Nowell,MIN,21,G,41,41,100.0%,3.2,6.7,47.8,44.9,2.9,,,,,,,,,,,,,,,
Saben Lee,DET,22,G,46,46,100.0%,3.2,6.7,47.7,44.4,3.4,,,,,,,,,,,,,,,
Garrison Mathews,WAS,24,G,61,61,100.0%,3.2,6.1,52.3,45.5,6.7,,,,,,,,,,,,,,,
Onyeka Okongwu,ATL,20,F-C,48,48,100.0%,3.2,6.4,49.5,48.5,1.0,,,,,,,,,,,,,,,
Troy Brown Jr.,CHI,21,G-F,33,33,100.0%,3.2,6.3,50.5,44.7,5.8,,,,,,,,,,,,,,,
Terence Davis,SAC,24,G,59,59,100.0%,3.2,6.0,52.5,45.8,6.8,,,,,,,,,,,,,,,
Juancho Hernangomez,MIN,25,F,49,49,100.0%,3.1,6.3,49.5,46.8,2.7,,,,,,,,,,,,,,,
Anfernee Simons,POR,22,G,59,59,100.0%,3.1,6.1,51.1,45.0,6.1,,,,,,,,,,,,,,,
Torrey Craig,PHX,30,F,47,47,100.0%,3.1,6.8,46.1,45.9,0.2,,,,,,,,,,,,,,,
Stanley Johnson,TOR,25,F-G,57,57,100.0%,3.1,7.0,44.8,46.7,-1.8,,,,,,,,,,,,,,,
Bryn Forbes,MIL,27,G,68,68,100.0%,3.1,6.1,51.3,45.0,6.3,,,,,,,,,,,,,,,
Isaiah Hartenstein,CLE,23,C-F,44,44,100.0%,3.1,7.0,44.6,49.5,-4.8,,,,,,,,,,,,,,,
Jordan McLaughlin,MIN,25,G,51,51,100.0%,3.1,6.9,44.8,44.7,0.1,,,,,,,,,,,,,,,
Max Strus,MIA,25,G-F,32,32,100.0%,3.1,6.4,47.6,45.1,2.4,,,,,,,,,,,,,,,
Trey Lyles,SAS,25,F,22,22,100.0%,3.0,6.8,44.7,46.4,-1.7,,,,,,,,,,,,,,,
Glenn Robinson III,SAC,27,F,21,21,100.0%,3.0,6.2,49.2,46.0,3.2,,,,,,,,,,,,,,,
Immanuel Quickley,NYK,22,G,63,63,100.0%,3.0,6.6,46.0,45.3,0.7,,,,,,,,,,,,,,,
Devin Vassell,SAS,20,G-F,61,61,100.0%,3.0,5.9,51.1,45.9,5.2,,,,,,,,,,,,,,,
D.J. Augustin,HOU,33,G,54,54,100.0%,3.0,6.2,48.8,44.8,4.0,,,,,,,,,,,,,,,
Damyean Dotson,CLE,27,G,45,45,100.0%,3.0,6.7,44.9,45.6,-0.7,,,,,,,,,,,,,,,
Ray Spalding,HOU,24,F,2,2,100.0%,3.0,6.5,46.2,47.9,-1.7,,,,,,,,,,,,,,,
Sekou Doumbouya,DET,20,F,53,53,100.0%,3.0,6.2,48.6,46.0,2.6,,,,,,,,,,,,,,,
Alen Smailagic,GSW,20,F,9,9,100.0%,3.0,5.6,54.0,45.9,8.1,,,,,,,,,,,,,,,
Cameron Payne,PHX,26,G,58,58,100.0%,3.0,6.2,47.8,45.5,2.3,,,,,,,,,,,,,,,
Josh Hall,OKC,20,F,19,19,100.0%,3.0,6.4,45.9,44.6,1.3,,,,,,,,,,,,,,,
Dewayne Dedmon,MIA,31,C,16,16,100.0%,2.9,5.9,50.0,46.8,3.2,,,,,,,,,,,,,,,
Rajon Rondo,LAC,35,G,44,44,100.0%,2.9,6.2,47.1,45.3,1.8,,,,,,,,,,,,,,,
Brodric Thomas,CLE,24,G,26,26,100.0%,2.9,6.8,43.2,46.5,-3.3,,,,,,,,,,,,,,,
Tyler Johnson,BKN,29,G,37,37,100.0%,2.9,6.3,46.4,45.8,0.6,,,,,,,,,,,,,,,
Justin Jackson,MIL,26,F,34,34,100.0%,2.9,6.3,46.5,44.4,2.1,,,,,,,,,,,,,,,
Wesley Matthews,LAL,34,G,58,58,100.0%,2.9,6.7,43.4,46.1,-2.7,,,,,,,,,,,,,,,
Dylan Windler,CLE,24,G-F,31,31,100.0%,2.9,6.2,46.6,45.7,0.9,,,,,,,,,,,,,,,
Mike Scott,PHI,32,F,49,49,100.0%,2.9,6.1,47.8,46.8,1.0,,,,,,,,,,,,,,,
Abdel Nader,PHX,27,F,20,20,100.0%,2.9,6.0,47.9,45.6,2.3,,,,,,,,,,,,,,,
JaMychal Green,DEN,31,F-C,57,57,100.0%,2.9,6.5,44.1,46.4,-2.3,,,,,,,,,,,,,,,
Chandler Hutchison,WAS,25,F-G,25,25,100.0%,2.9,6.2,46.8,45.5,1.2,,,,,,,,,,,,,,,
DaQuan Jeffries,SAS,23,G-F,28,28,100.0%,2.9,6.5,44.2,45.7,-1.5,,,,,,,,,,,,,,,
Furkan Korkmaz,PHI,23,G-F,54,54,100.0%,2.9,6.1,47.1,45.3,1.8,,,,,,,,,,,,,,,
Desmond Bane,MEM,23,G,68,68,100.0%,2.8,6.7,42.2,45.7,-3.5,,,,,,,,,,,,,,,
Mike James,BKN,30,G,12,12,100.0%,2.8,6.8,42.0,45.4,-3.5,,,,,,,,,,,,,,,
Louis King,SAC,22,F,6,6,100.0%,2.8,5.7,50.0,43.5,6.5,,,,,,,,,,,,,,,
Nico Mannion,GSW,20,G,24,24,100.0%,2.8,5.2,54.8,45.1,9.7,,,,,,,,,,,,,,,
Yuta Watanabe,TOR,26,G-F,50,50,100.0%,2.8,6.1,45.9,45.3,0.6,,,,,,,,,,,,,,,
Robert Franks,ORL,24,F,5,5,100.0%,2.8,6.2,45.2,47.1,-2.0,,,,,,,,,,,,,,,
Boban Marjanovic,DAL,32,C,30,30,100.0%,2.8,5.9,47.7,49.9,-2.1,,,,,,,,,,,,,,,
Anderson Varejao,CLE,38,F,5,5,100.0%,2.8,5.8,48.3,51.0,-2.7,,,,,,,,,,,,,,,
KZ Okpala,MIA,22,F-G,33,33,100.0%,2.8,6.5,43.0,46.7,-3.7,,,,,,,,,,,,,,,
Edmond Sumner,IND,25,G,48,48,100.0%,2.8,5.6,49.6,46.1,3.6,,,,,,,,,,,,,,,
DeAndre' Bembry,TOR,26,G-F,47,47,100.0%,2.8,6.3,43.6,45.9,-2.3,,,,,,,,,,,,,,,
Semi Ojeleye,BOS,26,F,55,55,100.0%,2.8,6.0,45.8,46.8,-1.0,,,,,,,,,,,,,,,
Rodney Hood,TOR,28,G-F,48,48,100.0%,2.8,5.8,47.3,46.0,1.3,,,,,,,,,,,,,,,
Kris Dunn,ATL,27,G,4,4,100.0%,2.8,5.5,50.0,45.6,4.4,,,,,,,,,,,,,,,
Aaron Nesmith,BOS,21,G-F,38,38,100.0%,2.7,6.0,45.4,45.8,-0.4,,,,,,,,,,,,,,,
Ben McLemore,LAL,28,G,47,47,100.0%,2.7,5.8,46.2,45.5,0.7,,,,,,,,,,,,,,,
Nassir Little,POR,21,F-G,44,44,100.0%,2.7,5.6,47.6,45.3,2.2,,,,,,,,,,,,,,,
Wes Iwundu,NOP,26,F,34,34,100.0%,2.7,5.4,49.2,45.6,3.6,,,,,,,,,,,,,,,
Gabe Vincent,MIA,25,G,42,42,100.0%,2.7,6.2,43.2,45.6,-2.3,,,,,,,,,,,,,,,
Al-Farouq Aminu,CHI,30,F,23,23,100.0%,2.6,6.4,41.2,46.2,-5.0,,,,,,,,,,,,,,,
Kira Lewis Jr.,NOP,20,G,49,49,100.0%,2.6,6.0,44.2,43.8,0.4,,,,,,,,,,,,,,,
Thon Maker,CLE,24,F-C,8,8,100.0%,2.6,5.8,45.7,43.1,2.6,,,,,,,,,,,,,,,
E'Twaun Moore,PHX,32,G,26,26,100.0%,2.6,5.8,45.3,45.1,0.3,,,,,,,,,,,,,,,
Denzel Valentine,CHI,27,G,60,60,100.0%,2.6,5.5,47.1,45.0,2.2,,,,,,,,,,,,,,,
Jontay Porter,MEM,21,C-F,5,5,100.0%,2.6,5.4,48.1,47.5,0.7,,,,,,,,,,,,,,,
Mychal Mulder,GSW,27,G,54,54,100.0%,2.6,5.6,46.7,44.2,2.4,,,,,,,,,,,,,,,
Reggie Perry,BKN,21,F-C,22,22,100.0%,2.6,5.5,47.1,45.9,1.2,,,,,,,,,,,,,,,
Lou Williams,ATL,34,G,66,66,100.0%,2.6,5.6,45.9,44.2,1.8,,,,,,,,,,,,,,,
Tyus Jones,MEM,25,G,70,70,100.0%,2.5,5.5,45.9,44.2,1.6,,,,,,,,,,,,,,,
Frank Jackson,DET,23,G,35,35,100.0%,2.5,6.1,41.3,44.3,-3.0,,,,,,,,,,,,,,,
Harry Giles III,POR,23,F-C,35,35,100.0%,2.5,5.7,43.8,46.6,-2.8,,,,,,,,,,,,,,,
John Konchar,MEM,25,G,43,43,100.0%,2.5,5.5,45.6,45.6,-0.1,,,,,,,,,,,,,,,
Tyler Cook,DET,23,F,29,29,100.0%,2.5,5.2,47.7,46.9,0.7,,,,,,,,,,,,,,,
Zeke Nnaji,DEN,20,F-C,36,36,100.0%,2.5,5.0,49.7,46.0,3.7,,,,,,,,,,,,,,,
Jake Layman,MIN,27,F,43,43,100.0%,2.5,4.7,52.5,46.1,6.4,,,,,,,,,,,,,,,
Jarrett Culver,MIN,22,G-F,33,33,100.0%,2.5,5.8,42.0,44.9,-3.0,,,,,,,,,,,,,,,
Brandon Goodwin,ATL,25,G,42,42,100.0%,2.5,5.5,44.6,44.4,0.2,,,,,,,,,,,,,,,
Chris Silva,SAC,24,F,9,9,100.0%,2.4,5.7,43.1,47.5,-4.3,,,,,,,,,,,,,,,
Wenyen Gabriel,NOP,24,F,18,18,100.0%,2.4,5.6,43.6,44.7,-1.2,,,,,,,,,,,,,,,
Tyrese Maxey,PHI,20,G,58,58,100.0%,2.4,4.9,49.3,44.0,5.3,,,,,,,,,,,,,,,
Alize Johnson,BKN,25,F,14,14,100.0%,2.4,4.8,50.7,45.6,5.1,,,,,,,,,,,,,,,
Rodney McGruder,DET,29,G,14,14,100.0%,2.4,4.5,54.0,46.1,7.9,,,,,,,,,,,,,,,
Justin James,SAC,24,G-F,26,26,100.0%,2.4,4.4,54.8,43.9,10.9,,,,,,,,,,,,,,,
Jordan Poole,GSW,22,G,46,46,100.0%,2.4,5.7,42.2,44.4,-2.2,,,,,,,,,,,,,,,
Nicolo Melli,DAL,30,F,41,41,100.0%,2.4,4.9,49.3,45.7,3.5,,,,,,,,,,,,,,,
Javonte Green,CHI,27,G-F,34,34,100.0%,2.3,4.7,49.7,45.2,4.5,,,,,,,,,,,,,,,
Sean McDermott,MEM,24,F,13,13,100.0%,2.3,5.5,42.3,44.4,-2.2,,,,,,,,,,,,,,,
Ersan Ilyasova,UTA,34,F,16,16,100.0%,2.3,5.3,43.5,46.0,-2.5,,,,,,,,,,,,,,,
Georges Niang,UTA,28,F,70,70,100.0%,2.3,5.6,41.0,45.1,-4.1,,,,,,,,,,,,,,,
Justin Robinson,OKC,23,G,7,7,100.0%,2.3,4.1,55.2,43.8,11.4,,,,,,,,,,,,,,,
JJ Redick,DAL,37,G,43,43,100.0%,2.3,4.6,49.5,45.2,4.2,,,,,,,,,,,,,,,
Lamar Stevens,CLE,23,F,37,37,100.0%,2.3,5.1,44.4,45.8,-1.3,,,,,,,,,,,,,,,
Shaquille Harrison,DEN,27,G,29,29,100.0%,2.2,4.5,49.2,45.4,3.8,,,,,,,,,,,,,,,
Kelan Martin,IND,25,F,26,26,100.0%,2.2,5.2,43.0,45.6,-2.7,,,,,,,,,,,,,,,
Luka Samanic,SAS,21,F,27,27,100.0%,2.2,5.8,38.0,45.8,-7.8,,,,,,,,,,,,,,,
Quinndary Weatherspoon,SAS,24,G,14,14,100.0%,2.2,3.6,62.0,43.6,18.4,,,,,,,,,,,,,,,
Bruno Caboclo,HOU,25,F,5,5,100.0%,2.2,5.2,42.3,45.4,-3.1,,,,,,,,,,,,,,,
Romeo Langford,BOS,21,G-F,17,17,100.0%,2.2,6.0,36.3,45.6,-9.3,,,,,,,,,,,,,,,
Tacko Fall,BOS,25,C,17,17,100.0%,2.2,5.6,38.9,47.6,-8.6,,,,,,,,,,,,,,,
Isaiah Joe,PHI,21,G,34,34,100.0%,2.2,4.3,50.3,43.5,6.8,,,,,,,,,,,,,,,
Frank Ntilikina,NYK,22,G,24,24,100.0%,2.2,4.4,49.5,46.4,3.1,,,,,,,,,,,,,,,
Trent Forrest,UTA,23,G,25,25,100.0%,2.2,4.2,50.9,44.5,6.4,,,,,,,,,,,,,,,
Josh Green,DAL,20,G,32,32,100.0%,2.2,4.0,53.5,44.2,9.3,,,,,,,,,,,,,,,
Sindarius Thornwell,ORL,26,G,16,16,100.0%,2.1,4.7,45.3,45.4,-0.1,,,,,,,,,,,,,,,
Jordan Nwora,MIL,22,F,22,22,100.0%,2.1,4.8,43.8,45.0,-1.2,,,,,,,,,,,,,,,
Jabari Parker,BOS,26,F,12,12,100.0%,2.1,5.6,37.3,47.1,-9.8,,,,,,,,,,,,,,,
Isaac Bonga,WAS,21,G,38,38,100.0%,2.1,4.8,43.4,46.0,-2.6,,,,,,,,,,,,,,,
Jalen Harris,TOR,22,G,13,13,100.0%,2.1,4.8,43.5,46.3,-2.7,,,,,,,,,,,,,,,
