Player,Team,Match Up,Game Date,Column 5,Win Loss,Min,Points,FGM,FGA,FG%,3PT,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PlusMinus,Fantasy
Josh Jackson,DET,24,62,25.2,0.2,0.4,1.3,0.5,0.3,0.8,58.0,42.0,0.10,2.8,1.6,4.4,,,,,,,,,,
Carmelo Anthony,POR,37,69,24.5,0.9,2.2,1.0,0.1,0.2,0.3,42.9,57.1,0.00,1.8,2.6,4.4,,,,,,,,,,
David Nwaba,HOU,28,30,22.6,0.6,1.3,1.8,0.2,0.4,0.6,36.8,63.2,0.13,2.9,1.4,4.4,,,,,,,,,,
Reggie Jackson,LAC,31,67,23.0,0.3,0.6,0.8,0.2,0.3,0.5,43.8,56.3,0.00,2.0,2.3,4.4,,,,,,,,,,
Tyrese Haliburton,SAC,21,58,30.1,0.2,0.5,2.1,0.4,0.5,0.8,43.8,56.3,0.00,2.2,2.2,4.4,,,,,,,,,,
Kyrie Irving,BKN,29,54,34.9,0.2,0.6,2.9,0.5,0.5,1.0,50.9,49.1,0.07,2.4,2.0,4.3,,,,,,,,,,
Malik Beasley,MIN,24,37,32.8,0.4,1.0,1.5,0.5,0.5,1.0,52.6,47.4,0.00,2.2,2.1,4.3,,,,,,,,,,
De'Anthony Melton,MEM,23,52,20.1,0.3,0.6,2.5,0.3,0.4,0.7,36.1,63.9,0.00,2.2,2.1,4.3,,,,,,,,,,
D'Angelo Russell,MIN,25,42,28.5,0.3,0.6,1.8,0.4,0.3,0.7,55.2,44.8,0.07,1.9,2.4,4.3,,,,,,,,,,
Reggie Bullock,NYK,30,65,30.0,0.2,0.5,1.5,0.2,0.3,0.5,34.4,65.6,0.02,2.0,2.3,4.3,,,,,,,,,,
Terrence Ross,ORL,30,46,29.3,0.0,0.0,1.6,0.3,0.4,0.7,40.6,59.4,0.00,1.6,2.7,4.3,,,,,,,,,,
Dwayne Bacon,ORL,25,72,25.7,0.1,0.2,1.0,0.2,0.4,0.6,38.6,61.4,0.00,2.0,2.2,4.3,,,,,,,,,,
Mike Conley,UTA,33,51,29.4,0.4,0.9,2.3,0.4,0.3,0.8,55.3,44.7,0.04,2.1,2.1,4.3,,,,,,,,,,
Josh Okogie,MIN,22,59,20.3,0.3,0.8,1.8,0.3,0.5,0.7,34.9,65.1,0.07,2.4,1.9,4.2,,,,,,,,,,
Justise Winslow,MEM,25,26,19.5,0.5,1.0,0.9,0.2,0.0,0.3,85.7,14.3,0.08,2.3,1.9,4.2,,,,,,,,,,
Dennis Smith Jr.,DET,23,23,18.3,0.3,0.7,2.3,0.2,0.2,0.4,55.6,44.4,0.00,2.3,1.9,4.2,,,,,,,,,,
Jimmy Butler,MIA,31,52,33.6,0.7,1.8,3.5,0.6,0.6,1.2,51.6,48.4,0.12,2.0,2.2,4.2,,,,,,,,,,
Kevin Love,CLE,32,25,24.9,1.4,3.0,0.9,0.2,0.3,0.5,38.5,61.5,0.04,2.2,2.0,4.2,,,,,,,,,,
LeBron James,LAL,36,45,33.4,0.6,1.3,2.0,0.4,0.5,0.9,45.0,55.0,0.20,2.2,2.0,4.2,,,,,,,,,,
Hamidou Diallo,DET,22,52,23.6,0.1,0.2,1.5,0.3,0.3,0.7,51.4,48.6,0.04,2.5,1.7,4.2,,,,,,,,,,
Collin Sexton,CLE,22,60,35.3,0.3,0.7,1.8,0.7,0.5,1.1,59.7,40.3,0.03,2.1,2.1,4.2,,,,,,,,,,
P.J. Dozier,DEN,24,50,21.8,0.1,0.2,1.3,0.3,0.3,0.7,51.5,48.5,0.00,2.2,2.0,4.2,,,,,,,,,,
James Ennis III,ORL,30,41,24.1,0.2,0.5,1.8,0.2,0.3,0.5,36.4,63.6,0.10,1.8,2.4,4.2,,,,,,,,,,
Tony Snell,ATL,29,47,21.1,0.4,1.0,0.9,0.1,0.2,0.3,43.8,56.3,0.00,2.1,2.1,4.2,,,,,,,,,,
Desmond Bane,MEM,23,68,22.3,0.2,0.4,1.3,0.1,0.4,0.5,26.5,73.5,0.00,1.9,2.3,4.2,,,,,,,,,,
Jayson Tatum,BOS,23,64,35.8,0.3,0.8,2.2,0.6,0.4,1.0,58.7,41.3,0.00,2.0,2.1,4.2,,,,,,,,,,
Elfrid Payton,NYK,27,63,23.6,0.1,0.2,1.6,0.4,0.2,0.7,65.1,34.9,0.00,1.4,2.7,4.1,,,,,,,,,,
Kent Bazemore,GSW,31,67,19.9,0.4,1.1,2.1,0.4,0.3,0.6,55.8,44.2,0.07,2.4,1.8,4.1,,,,,,,,,,
Matisse Thybulle,PHI,24,65,20.0,0.3,0.7,3.1,0.1,0.4,0.6,26.3,73.7,0.02,2.3,1.8,4.1,,,,,,,,,,
Josh Richardson,DAL,27,59,30.3,0.2,0.5,2.0,0.4,0.5,0.8,42.9,57.1,0.02,1.9,2.1,4.1,,,,,,,,,,
Talen Horton-Tucker,LAL,20,65,20.1,0.3,0.8,1.4,0.3,0.3,0.6,45.0,55.0,0.09,1.8,2.3,4.1,,,,,,,,,,
James Harden,BKN,31,44,36.6,0.5,1.3,2.5,0.3,0.3,0.7,50.0,50.0,0.02,2.6,1.4,4.0,,,,,,,,,,
Trey Lyles,SAS,25,23,15.6,0.6,1.2,0.7,0.0,0.1,0.1,33.3,66.7,0.00,2.4,1.6,4.0,,,,,,,,,,
Grayson Allen,MEM,25,50,25.2,0.3,0.5,1.0,0.2,0.2,0.5,50.0,50.0,0.06,1.7,2.3,4.0,,,,,,,,,,
Taurean Prince,CLE,27,41,22.1,0.1,0.3,1.4,0.2,0.3,0.5,45.5,54.5,0.12,2.0,2.0,4.0,,,,,,,,,,
Damian Lillard,POR,30,67,35.8,0.3,0.6,1.7,0.4,0.6,1.0,42.4,57.6,0.13,1.4,2.6,4.0,,,,,,,,,,
Al-Farouq Aminu,CHI,30,23,18.9,0.7,1.7,1.4,0.3,0.3,0.6,42.9,57.1,0.00,1.9,2.1,4.0,,,,,,,,,,
Dewayne Dedmon,MIA,31,16,13.2,1.7,4.0,0.9,0.1,0.2,0.3,25.0,75.0,0.06,3.1,0.9,4.0,,,,,,,,,,
Frank Mason III,ORL,27,4,19.8,0.3,0.5,0.3,0.5,0.3,0.8,66.7,33.3,0.00,0.8,3.3,4.0,,,,,,,,,,
Ignas Brazdeikis,ORL,22,13,19.1,0.1,0.1,0.8,0.4,0.2,0.6,62.5,37.5,0.00,2.3,1.7,4.0,,,,,,,,,,
Spencer Dinwiddie,BKN,28,3,21.4,0.7,1.3,0.7,0.0,0.3,0.3,0.0,100,0.00,3.0,1.0,4.0,,,,,,,,,,
DaQuan Jeffries,SAS,23,31,15.9,0.1,0.2,1.1,0.2,0.3,0.5,43.8,56.3,0.03,1.9,2.1,4.0,,,,,,,,,,
Anthony Lamb,HOU,23,24,17.3,0.5,1.1,0.5,0.3,0.2,0.5,58.3,41.7,0.08,2.3,1.7,4.0,,,,,,,,,,
Glenn Robinson III,SAC,27,23,16.1,0.0,0.1,0.7,0.1,0.3,0.3,25.0,75.0,0.00,2.4,1.6,4.0,,,,,,,,,,
Torrey Craig,PHX,30,50,16.1,0.3,0.9,1.4,0.2,0.1,0.4,61.1,38.9,0.02,2.0,1.9,4.0,,,,,,,,,,
Norman Powell,POR,28,69,32.0,0.1,0.4,2.3,0.4,0.4,0.8,47.3,52.7,0.00,1.5,2.4,3.9,,,,,,,,,,
Jeremy Lamb,IND,29,36,21.3,0.2,0.5,1.5,0.3,0.2,0.4,60.0,40.0,0.06,1.9,2.0,3.9,,,,,,,,,,
LaMelo Ball,CHA,19,51,28.8,0.1,0.2,3.0,0.6,0.6,1.2,52.5,47.5,0.00,1.4,2.5,3.9,,,,,,,,,,
Yuta Watanabe,TOR,26,50,14.5,0.3,0.7,0.7,0.1,0.2,0.4,38.9,61.1,0.02,1.9,2.1,3.9,,,,,,,,,,
Saddiq Bey,DET,22,70,27.3,0.3,0.8,1.1,0.2,0.4,0.6,34.1,65.9,0.00,1.9,2.0,3.9,,,,,,,,,,
Shake Milton,PHI,24,63,23.2,0.1,0.3,0.9,0.2,0.2,0.4,46.4,53.6,0.03,2.2,1.7,3.9,,,,,,,,,,
Jaylen Nowell,MIN,21,42,18.1,0.2,0.4,0.9,0.2,0.2,0.5,47.4,52.6,0.00,2.3,1.6,3.9,,,,,,,,,,
Mike Scott,PHI,32,51,16.7,0.9,2.0,0.6,0.1,0.2,0.3,25.0,75.0,0.00,2.2,1.7,3.9,,,,,,,,,,
Thon Maker,CLE,24,8,9.6,0.4,0.9,0.3,0.4,0.1,0.5,75.0,25.0,0.00,2.3,1.6,3.9,,,,,,,,,,
Dante Exum,HOU,25,6,19.4,0.3,0.7,1.0,0.5,0.2,0.7,75.0,25.0,0.00,2.0,1.8,3.8,,,,,,,,,,
Ed Davis,MIN,32,23,13.0,2.7,6.4,0.8,0.3,0.1,0.4,70.0,30.0,0.00,3.1,0.7,3.8,,,,,,,,,,
Aaron Gordon,DEN,25,50,27.7,0.5,1.2,1.0,0.4,0.2,0.6,65.6,34.4,0.00,2.5,1.3,3.8,,,,,,,,,,
Timothe Luwawu-Cabarrot,BKN,26,58,18.1,0.2,0.5,0.8,0.2,0.2,0.3,47.4,52.6,0.07,1.8,1.9,3.8,,,,,,,,,,
Killian Hayes,DET,19,26,25.8,0.1,0.4,3.1,0.2,0.3,0.6,40.0,60.0,0.00,1.7,2.1,3.8,,,,,,,,,,
Raul Neto,WAS,29,64,21.9,0.3,0.6,1.8,0.3,0.4,0.8,43.8,56.3,0.17,2.2,1.5,3.8,,,,,,,,,,
Solomon Hill,ATL,30,71,21.3,0.4,0.9,1.7,0.2,0.3,0.5,42.4,57.6,0.01,2.0,1.8,3.8,,,,,,,,,,
Doug McDermott,IND,29,66,24.5,0.1,0.3,0.4,0.2,0.1,0.4,61.5,38.5,0.03,2.1,1.6,3.8,,,,,,,,,,
JaMychal Green,DEN,31,58,19.3,0.9,2.1,0.8,0.1,0.2,0.4,36.4,63.6,0.02,2.0,1.8,3.8,,,,,,,,,,
Wenyen Gabriel,NOP,24,21,11.5,0.4,0.9,0.6,0.1,0.1,0.1,33.3,66.7,0.00,2.2,1.6,3.8,,,,,,,,,,
Delon Wright,SAC,29,63,27.7,0.2,0.4,3.0,0.4,0.5,0.8,43.4,56.6,0.03,2.3,1.4,3.8,,,,,,,,,,
Lonnie Walker IV,SAS,22,60,25.4,0.2,0.4,1.2,0.1,0.2,0.3,41.2,58.8,0.02,1.9,1.8,3.7,,,,,,,,,,
Marcus Morris Sr.,LAC,31,57,26.3,0.9,1.9,1.0,0.4,0.1,0.5,75.9,24.1,0.00,2.1,1.6,3.7,,,,,,,,,,
Tacko Fall,BOS,25,19,7.1,0.8,2.0,0.1,0.2,0.1,0.3,66.7,33.3,0.00,3.0,0.7,3.7,,,,,,,,,,
Ja Morant,MEM,21,63,32.6,0.3,0.8,1.3,0.4,0.3,0.7,55.8,44.2,0.03,1.7,2.0,3.7,,,,,,,,,,
Nassir Little,POR,21,48,13.3,0.2,0.5,0.3,0.1,0.1,0.1,42.9,57.1,0.00,2.0,1.7,3.6,,,,,,,,,,
Markelle Fultz,ORL,23,8,26.9,0.3,0.8,2.0,0.5,0.4,0.9,57.1,42.9,0.00,1.3,2.4,3.6,,,,,,,,,,
Terance Mann,LAC,24,67,18.9,0.2,0.6,1.0,0.1,0.3,0.4,37.0,63.0,0.00,2.1,1.6,3.6,,,,,,,,,,
Cedi Osman,CLE,26,59,25.6,0.3,0.6,1.3,0.2,0.2,0.4,58.3,41.7,0.10,1.8,1.8,3.6,,,,,,,,,,
Derrick Rose,NYK,32,50,25.6,0.1,0.2,1.5,0.4,0.4,0.7,50.0,50.0,0.04,1.7,1.9,3.6,,,,,,,,,,
Harry Giles III,POR,23,38,9.2,1.2,3.1,0.5,0.1,0.1,0.2,66.7,33.3,0.00,1.7,1.8,3.6,,,,,,,,,,
Cameron Payne,PHX,26,60,18.0,0.1,0.2,1.3,0.2,0.1,0.4,60.9,39.1,0.13,1.8,1.7,3.6,,,,,,,,,,
Gary Trent Jr.,TOR,22,58,31.1,0.2,0.5,2.0,0.2,0.3,0.6,41.2,58.8,0.00,1.6,2.0,3.6,,,,,,,,,,
Monte Morris,DEN,26,47,25.5,0.2,0.5,1.0,0.2,0.3,0.5,47.8,52.2,0.02,1.6,2.0,3.6,,,,,,,,,,
Andre Iguodala,MIA,37,63,21.3,0.3,0.7,1.6,0.2,0.4,0.5,32.4,67.6,0.06,1.5,2.1,3.6,,,,,,,,,,
Jordan McLaughlin,MIN,25,51,18.4,0.4,1.1,2.0,0.3,0.4,0.7,45.9,54.1,0.04,1.8,1.7,3.5,,,,,,,,,,
Svi Mykhailiuk,OKC,24,66,20.1,0.2,0.5,1.1,0.2,0.3,0.5,44.1,55.9,0.03,1.5,2.1,3.5,,,,,,,,,,
Jerome Robinson,WAS,24,17,17.9,0.0,0.0,1.2,0.2,0.3,0.6,40.0,60.0,0.06,1.7,1.8,3.5,,,,,,,,,,
Goran Dragic,MIA,35,50,26.7,0.3,0.7,1.4,0.4,0.3,0.7,52.9,47.1,0.10,1.8,1.8,3.5,,,,,,,,,,
George Hill,PHI,35,30,22.4,0.2,0.5,1.3,0.3,0.4,0.7,42.9,57.1,0.07,1.5,2.0,3.5,,,,,,,,,,
Immanuel Quickley,NYK,22,64,19.4,0.1,0.2,1.0,0.2,0.2,0.4,50.0,50.0,0.02,1.7,1.8,3.5,,,,,,,,,,
Gary Clark,PHI,26,39,16.8,0.5,1.0,0.8,0.3,0.1,0.4,71.4,28.6,0.03,1.9,1.6,3.5,,,,,,,,,,
Jordan Clarkson,UTA,29,68,26.7,0.2,0.5,1.3,0.3,0.5,0.8,40.4,59.6,0.01,1.7,1.8,3.5,,,,,,,,,,
Naji Marshall,NOP,23,32,21.9,0.0,0.1,1.3,0.3,0.2,0.4,57.1,42.9,0.03,1.9,1.6,3.5,,,,,,,,,,
Gary Harris,ORL,26,39,27.7,0.3,0.6,2.3,0.4,0.4,0.8,48.4,51.6,0.05,1.2,2.3,3.5,,,,,,,,,,
Nickeil Alexander-Walker,NOP,22,46,21.9,0.2,0.4,2.2,0.2,0.4,0.6,29.6,70.4,0.00,1.9,1.5,3.4,,,,,,,,,,
Stephen Curry,GSW,33,63,34.2,1.2,2.6,2.1,0.6,0.4,1.0,59.7,40.3,0.14,1.4,2.0,3.4,,,,,,,,,,
Juancho Hernangomez,MIN,25,52,17.3,0.5,1.1,0.6,0.2,0.1,0.3,64.7,35.3,0.00,2.0,1.4,3.4,,,,,,,,,,
Russell Westbrook,WAS,32,65,36.4,0.2,0.5,2.6,0.7,0.5,1.2,58.4,41.6,0.11,1.6,1.9,3.4,,,,,,,,,,
Jalen Brunson,DAL,24,68,25.0,0.4,1.1,1.0,0.2,0.2,0.4,53.8,46.2,0.16,1.4,2.1,3.4,,,,,,,,,,
KZ Okpala,MIA,22,37,12.1,0.2,0.4,1.1,0.2,0.1,0.3,58.3,41.7,0.00,1.6,1.8,3.4,,,,,,,,,,
Gabriel Deck,OKC,26,10,21.2,0.7,2.0,0.8,0.2,0.1,0.3,66.7,33.3,0.10,1.7,1.7,3.4,,,,,,,,,,
Ricky Rubio,MIN,30,68,26.1,0.5,1.2,2.3,0.2,0.5,0.7,31.9,68.1,0.01,1.2,2.1,3.4,,,,,,,,,,
Wayne Ellington,DET,33,46,22.0,0.2,0.6,0.7,0.2,0.3,0.5,42.9,57.1,0.00,1.3,2.1,3.4,,,,,,,,,,
Boban Marjanovic,DAL,32,33,8.2,1.6,3.4,0.3,0.1,0.1,0.3,55.6,44.4,0.00,2.8,0.6,3.4,,,,,,,,,,
Mamadi Diakite,MIL,24,14,10.1,1.6,3.9,0.7,0.0,0.1,0.1,0.0,100,0.14,2.4,0.9,3.4,,,,,,,,,,
Kira Lewis Jr.,NOP,20,54,16.7,0.1,0.3,1.1,0.1,0.3,0.4,33.3,66.7,0.11,1.6,1.7,3.4,,,,,,,,,,
Brodric Thomas,CLE,24,32,12.5,0.1,0.3,0.9,0.2,0.3,0.4,38.5,61.5,0.00,2.2,1.2,3.3,,,,,,,,,,
Tomas Satoransky,CHI,29,58,22.5,0.3,0.7,1.3,0.2,0.3,0.5,48.3,51.7,0.02,1.9,1.4,3.3,,,,,,,,,,
Romeo Langford,BOS,21,18,15.7,0.1,0.2,0.6,0.1,0.2,0.3,40.0,60.0,0.22,2.1,1.3,3.3,,,,,,,,,,
Semi Ojeleye,BOS,26,56,17.0,0.3,0.8,0.4,0.2,0.2,0.3,50.0,50.0,0.13,1.9,1.4,3.3,,,,,,,,,,
Donovan Mitchell,UTA,24,53,33.4,0.2,0.5,1.8,0.6,0.6,1.3,50.0,50.0,0.04,1.6,1.7,3.3,,,,,,,,,,
Nathan Knight,ATL,23,33,8.4,0.4,0.8,0.5,0.1,0.1,0.1,50.0,50.0,0.00,1.6,1.6,3.3,,,,,,,,,,
Eric Gordon,HOU,32,27,29.2,0.3,0.7,1.2,0.3,0.2,0.6,60.0,40.0,0.00,1.6,1.7,3.3,,,,,,,,,,
Damion Lee,GSW,28,57,18.9,0.1,0.3,1.1,0.1,0.3,0.3,30.0,70.0,0.04,1.6,1.6,3.2,,,,,,,,,,
Dylan Windler,CLE,24,31,16.5,0.1,0.1,1.2,0.3,0.4,0.7,43.5,56.5,0.00,1.8,1.4,3.2,,,,,,,,,,
Frank Jackson,DET,23,40,18.5,0.0,0.0,0.5,0.3,0.3,0.7,46.2,53.8,0.00,1.6,1.6,3.2,,,,,,,,,,
Andre Roberson,BKN,29,5,12.6,1.0,2.8,1.0,0.4,0.0,0.4,100,0.0,0.00,2.4,0.8,3.2,,,,,,,,,,
Josh Hall,OKC,20,21,16.0,0.1,0.2,0.3,0.1,0.2,0.3,33.3,66.7,0.00,1.3,1.9,3.2,,,,,,,,,,
Justin Jackson,MIL,26,34,17.0,0.2,0.5,0.7,0.2,0.2,0.4,53.8,46.2,0.00,1.3,1.9,3.2,,,,,,,,,,
Abdel Nader,PHX,27,24,14.8,0.0,0.1,0.8,0.2,0.2,0.4,44.4,55.6,0.00,1.9,1.3,3.2,,,,,,,,,,
Jaylen Hoard,OKC,22,19,16.8,0.9,2.2,0.9,0.3,0.2,0.4,62.5,37.5,0.00,1.7,1.4,3.2,,,,,,,,,,
Alex Caruso,LAL,27,58,21.0,0.3,0.7,2.2,0.2,0.4,0.7,36.8,63.2,0.26,1.5,1.7,3.1,,,,,,,,,,
Devin Vassell,SAS,20,62,17.0,0.1,0.3,1.3,0.2,0.2,0.5,46.4,53.6,0.00,1.9,1.3,3.1,,,,,,,,,,
Devonte' Graham,CHA,26,55,30.2,0.1,0.3,1.8,0.3,0.4,0.7,41.0,59.0,0.16,0.9,2.3,3.1,,,,,,,,,,
Stanley Johnson,TOR,25,61,16.5,0.4,1.1,1.5,0.1,0.3,0.4,37.5,62.5,0.00,1.4,1.7,3.1,,,,,,,,,,
Cody Martin,CHA,25,52,16.3,0.3,0.7,1.5,0.3,0.1,0.5,69.2,30.8,0.15,1.4,1.7,3.1,,,,,,,,,,
Caleb Martin,CHA,25,53,15.4,0.1,0.3,1.1,0.3,0.3,0.6,50.0,50.0,0.23,1.1,2.0,3.1,,,,,,,,,,
Armoni Brooks,HOU,23,20,26.0,0.1,0.3,1.3,0.1,0.2,0.3,33.3,66.7,0.00,1.8,1.4,3.1,,,,,,,,,,
Lamar Stevens,CLE,23,40,12.5,0.2,0.4,0.7,0.2,0.1,0.3,58.3,41.7,0.03,1.9,1.2,3.1,,,,,,,,,,
Aaron Holiday,IND,24,66,17.8,0.0,0.1,1.5,0.2,0.2,0.4,42.3,57.7,0.00,1.3,1.8,3.1,,,,,,,,,,
Wesley Matthews,LAL,34,58,19.5,0.1,0.3,1.2,0.2,0.3,0.5,45.2,54.8,0.05,1.6,1.5,3.1,,,,,,,,,,
Nicolo Melli,DAL,30,45,12.6,0.7,1.6,0.8,0.1,0.1,0.3,50.0,50.0,0.00,1.9,1.1,3.1,,,,,,,,,,
T.J. McConnell,IND,29,69,26.0,0.1,0.2,3.5,0.5,0.7,1.1,39.2,60.8,0.06,1.4,1.7,3.1,,,,,,,,,,
Ty Jerome,OKC,23,33,23.9,0.1,0.3,1.4,0.2,0.2,0.4,42.9,57.1,0.00,1.3,1.7,3.1,,,,,,,,,,
Otto Porter Jr.,ORL,28,28,21.7,0.6,1.4,1.2,0.4,0.2,0.6,62.5,37.5,0.00,1.7,1.3,3.0,,,,,,,,,,
Anzejs Pasecniks,WAS,25,1,6.3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.00,1.0,2.0,3.0,,,,,,,,,,
Charlie Brown Jr.,OKC,24,9,16.9,0.0,0.0,1.4,0.1,0.0,0.1,100,0.0,0.11,1.6,1.4,3.0,,,,,,,,,,
Facundo Campazzo,DEN,30,65,21.9,0.1,0.3,2.7,0.3,0.6,0.8,31.5,68.5,0.11,1.3,1.7,3.0,,,,,,,,,,
Jabari Parker,BOS,26,13,12.7,0.9,2.4,0.5,0.0,0.0,0.0,0.0,0.0,0.15,1.9,1.1,3.0,,,,,,,,,,
Jay Scrubb,LAC,20,4,21.0,0.3,0.8,1.0,0.5,0.3,0.8,66.7,33.3,0.50,0.5,2.5,3.0,,,,,,,,,,
Joe Ingles,UTA,33,67,27.9,0.4,1.0,1.2,0.3,0.2,0.5,53.1,46.9,0.01,1.3,1.7,3.0,,,,,,,,,,
Louis King,SAC,22,6,14.2,0.2,0.3,1.7,0.0,0.5,0.5,0.0,100,0.00,2.0,1.0,3.0,,,,,,,,,,
Chasson Randle,ORL,28,41,20.4,0.1,0.2,1.2,0.1,0.2,0.3,33.3,66.7,0.05,0.9,2.1,3.0,,,,,,,,,,
Austin Rivers,DEN,28,36,23.5,0.1,0.1,1.3,0.2,0.3,0.5,35.3,64.7,0.00,1.3,1.6,3.0,,,,,,,,,,
Luke Kennard,LAC,25,63,19.6,0.2,0.4,0.7,0.3,0.1,0.4,72.0,28.0,0.02,1.2,1.7,2.9,,,,,,,,,,
Malachi Flynn,TOR,23,47,19.7,0.1,0.2,1.4,0.2,0.4,0.6,33.3,66.7,0.00,1.1,1.8,2.9,,,,,,,,,,
Georges Niang,UTA,28,72,16.0,0.4,0.9,0.6,0.2,0.1,0.3,54.2,45.8,0.00,1.7,1.2,2.9,,,,,,,,,,
Anfernee Simons,POR,22,64,17.3,0.1,0.3,0.6,0.1,0.1,0.3,43.8,56.3,0.03,1.3,1.6,2.9,,,,,,,,,,
Mychal Mulder,GSW,27,60,12.8,0.1,0.4,0.4,0.0,0.1,0.1,33.3,66.7,0.00,1.4,1.5,2.9,,,,,,,,,,
Aaron Nesmith,BOS,21,46,14.5,0.1,0.3,0.5,0.3,0.2,0.6,57.7,42.3,0.02,1.8,1.0,2.9,,,,,,,,,,
DeMar DeRozan,SAS,31,61,33.7,0.2,0.6,1.6,0.4,0.4,0.8,48.0,52.0,0.02,1.4,1.5,2.9,,,,,,,,,,
Denzel Valentine,CHI,27,62,16.7,0.1,0.3,0.8,0.1,0.3,0.4,26.9,73.1,0.00,1.3,1.5,2.8,,,,,,,,,,
Killian Tillie,MEM,23,18,10.1,0.1,0.3,0.3,0.1,0.2,0.2,25.0,75.0,0.00,1.4,1.4,2.8,,,,,,,,,,
Sekou Doumbouya,DET,20,56,15.5,0.6,1.3,0.8,0.2,0.1,0.3,55.6,44.4,0.00,1.6,1.2,2.8,,,,,,,,,,
Amida Brimah,IND,27,5,5.9,1.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.00,2.6,0.2,2.8,,,,,,,,,,
Furkan Korkmaz,PHI,23,55,19.3,0.2,0.5,1.1,0.1,0.3,0.4,34.8,65.2,0.05,1.3,1.5,2.8,,,,,,,,,,
Jake Layman,MIN,27,45,13.9,0.2,0.4,0.9,0.1,0.3,0.4,27.8,72.2,0.04,1.8,1.0,2.8,,,,,,,,,,
Jarrett Culver,MIN,22,34,14.7,0.1,0.1,1.3,0.2,0.2,0.4,53.8,46.2,0.03,1.4,1.4,2.8,,,,,,,,,,
Luka Samanic,SAS,21,33,9.3,0.2,0.5,0.5,0.0,0.1,0.1,20.0,80.0,0.00,1.7,1.1,2.8,,,,,,,,,,
Patrick Beverley,LAC,32,37,22.5,0.5,1.1,1.7,0.5,0.4,0.9,57.6,42.4,0.14,1.8,1.0,2.8,,,,,,,,,,
E'Twaun Moore,PHX,32,27,14.4,0.1,0.4,0.9,0.2,0.3,0.5,46.2,53.8,0.00,1.6,1.1,2.7,,,,,,,,,,
Mfiondu Kabengele,CLE,23,39,7.2,0.7,1.5,0.2,0.1,0.1,0.1,66.7,33.3,0.00,2.0,0.7,2.7,,,,,,,,,,
Miye Oni,UTA,23,54,9.6,0.0,0.1,0.5,0.1,0.1,0.1,50.0,50.0,0.00,1.4,1.4,2.7,,,,,,,,,,
Isaac Bonga,WAS,21,40,10.8,0.2,0.5,0.7,0.2,0.1,0.3,57.1,42.9,0.05,1.4,1.3,2.7,,,,,,,,,,
Kentavious Caldwell-Pope,LAL,28,67,28.4,0.3,0.7,1.7,0.2,0.3,0.5,44.4,55.6,0.01,1.3,1.4,2.7,,,,,,,,,,
Obi Toppin,NYK,23,62,11.0,0.8,1.9,0.5,0.1,0.1,0.2,33.3,66.7,0.02,1.5,1.2,2.7,,,,,,,,,,
Avery Bradley,HOU,30,27,22.3,0.3,0.6,1.4,0.3,0.2,0.5,53.8,46.2,0.07,0.9,1.7,2.7,,,,,,,,,,
Ish Smith,WAS,32,44,21.0,0.1,0.3,1.2,0.4,0.4,0.8,45.7,54.3,0.25,1.5,1.2,2.7,,,,,,,,,,
Ersan Ilyasova,UTA,34,17,8.7,0.3,0.8,0.9,0.1,0.2,0.2,25.0,75.0,0.12,1.6,1.0,2.6,,,,,,,,,,
Max Strus,MIA,25,39,13.0,0.3,0.7,0.6,0.1,0.1,0.2,28.6,71.4,0.10,0.9,1.7,2.6,,,,,,,,,,
Brad Wanamaker,CHA,31,61,17.3,0.2,0.4,1.5,0.2,0.2,0.4,41.7,58.3,0.03,0.9,1.7,2.6,,,,,,,,,,
Garrison Mathews,WAS,24,64,16.2,0.1,0.1,0.8,0.1,0.2,0.3,29.4,70.6,0.20,1.3,1.3,2.6,,,,,,,,,,
Anthony Gill,WAS,28,26,8.4,0.4,0.8,0.3,0.0,0.2,0.3,14.3,85.7,0.04,1.4,1.2,2.6,,,,,,,,,,
Seth Curry,PHI,30,57,28.7,0.3,0.5,1.4,0.2,0.3,0.5,46.2,53.8,0.05,0.9,1.6,2.6,,,,,,,,,,
R.J. Hampton,ORL,20,51,17.4,0.1,0.2,0.9,0.3,0.2,0.5,60.0,40.0,0.02,1.1,1.5,2.6,,,,,,,,,,
Jeff Teague,MIL,33,55,17.3,0.2,0.5,1.2,0.2,0.3,0.4,41.7,58.3,0.00,1.1,1.5,2.6,,,,,,,,,,
Tyler Johnson,BKN,29,39,17.5,0.2,0.5,0.8,0.1,0.2,0.3,30.8,69.2,0.13,1.3,1.3,2.6,,,,,,,,,,
Rondae Hollis-Jefferson,POR,26,11,9.8,1.1,2.9,0.3,0.2,0.3,0.5,40.0,60.0,0.00,1.6,0.9,2.5,,,,,,,,,,
Matthew Dellavedova,CLE,30,13,17.2,0.3,0.8,0.8,0.4,0.2,0.6,62.5,37.5,0.00,1.0,1.5,2.5,,,,,,,,,,
Reggie Perry,BKN,21,26,8.1,0.8,2.1,0.3,0.1,0.1,0.2,60.0,40.0,0.04,1.5,1.0,2.5,,,,,,,,,,
Tyrese Maxey,PHI,20,61,15.3,0.1,0.3,0.9,0.1,0.1,0.3,52.9,47.1,0.02,1.3,1.3,2.5,,,,,,,,,,
